EventId,EventType,EventDate,Available_seats,Additional_fees
83,Bar Mitzvah,2025-10-11,1385,Special Food Stations
84,Bat Mitzvah,2026-06-27,1351,Special Lighting
85,Brit/Circumcision,2025-06-10,170,Special Food Stations
86,Birthday Party,2025-06-22,174,Special Food Stations
87,Brit/Circumcision,2025-05-28,676,Special Lighting
88,Engagement,2026-04-10,230,Premium Bar
89,Engagement,2026-10-22,828,Floral Decorations
90,Henna Ceremony,2026-09-04,1022,Special Food Stations
91,Wedding,2025-10-10,1352,Special Sound System
92,Birthday Party,2025-12-29,755,VIP DJ
93,Bar Mitzvah,2025-07-23,594,Premium Bar
94,Engagement,2026-05-14,1003,Video Photography
95,Engagement,2025-12-21,355,Premium Bar
96,Brit/Circumcision,2026-10-27,479,Transportation Services
97,Henna Ceremony,2025-08-31,494,Transportation Services
98,Henna Ceremony,2025-09-17,1488,Video Photography
99,Bat Mitzvah,2026-11-25,635,Transportation Services
100,Engagement,2026-05-13,373,Floral Decorations
101,Bar Mitzvah,2026-04-07,902,Floral Decorations
102,Bar Mitzvah,2026-04-08,1184,Special Lighting
103,Henna Ceremony,2026-06-17,953,Floral Decorations
104,Birthday Party,2025-08-25,1186,VIP DJ
105,Henna Ceremony,2025-12-07,193,Special Food Stations
106,Bat Mitzvah,2025-11-22,288,VIP DJ
107,Wedding,2026-08-30,1132,Special Food Stations
108,Henna Ceremony,2025-06-24,150,Video Photography
109,Wedding,2025-09-13,1459,Floral Decorations
110,Henna Ceremony,2026-11-02,1043,Premium Bar
111,Brit/Circumcision,2026-01-31,999,Special Sound System
112,Bar Mitzvah,2025-08-11,943,Transportation Services
113,Bat Mitzvah,2025-12-08,381,Transportation Services
114,Wedding,2026-06-30,1101,Premium Bar
115,Brit/Circumcision,2025-09-02,532,Special Lighting
116,Birthday Party,2026-07-26,1137,Premium Bar
117,Brit/Circumcision,2025-06-27,378,Special Lighting
118,Wedding,2025-09-01,189,VIP DJ
119,Wedding,2026-09-12,889,Special Sound System
120,Bat Mitzvah,2026-06-05,236,Special Sound System
121,Brit/Circumcision,2026-02-28,1069,Premium Bar
122,Bat Mitzvah,2026-06-09,91,Video Photography
123,Henna Ceremony,2025-07-15,800,VIP DJ
124,Henna Ceremony,2025-05-11,1405,Floral Decorations
125,Brit/Circumcision,2026-11-12,148,Transportation Services
126,Birthday Party,2026-02-02,1215,Special Lighting
127,Birthday Party,2026-06-24,1310,Floral Decorations
128,Birthday Party,2026-11-05,1273,Video Photography
129,Brit/Circumcision,2025-12-12,634,Video Photography
130,Bar Mitzvah,2026-02-18,1428,Premium Bar
131,Bat Mitzvah,2025-10-02,1043,Video Photography
132,Brit/Circumcision,2026-08-08,445,Video Photography
133,Wedding,2026-06-29,548,Special Food Stations
134,Birthday Party,2026-07-23,1270,VIP DJ
135,Bat Mitzvah,2026-05-03,341,Special Lighting
136,Brit/Circumcision,2026-07-27,1454,Transportation Services
137,Engagement,2026-06-03,264,VIP DJ
138,Bat Mitzvah,2026-09-27,679,Premium Bar
139,Engagement,2026-04-05,1233,VIP DJ
140,Bar Mitzvah,2026-03-03,977,Transportation Services
141,Brit/Circumcision,2026-01-17,298,Video Photography
142,Bat Mitzvah,2026-08-19,280,Special Sound System
143,Brit/Circumcision,2026-08-02,1498,Transportation Services
144,Bat Mitzvah,2026-10-01,942,Premium Bar
145,Brit/Circumcision,2025-10-03,376,Floral Decorations
146,Wedding,2026-09-11,1259,Video Photography
147,Bat Mitzvah,2025-06-25,820,VIP DJ
148,Wedding,2025-08-31,1498,Video Photography
149,Birthday Party,2026-03-08,1018,Floral Decorations
150,Bar Mitzvah,2025-07-15,1151,Special Sound System
151,Bat Mitzvah,2026-02-06,1026,Premium Bar
152,Birthday Party,2026-06-12,359,Video Photography
153,Wedding,2026-03-03,1006,Premium Bar
154,Bar Mitzvah,2026-05-11,650,Transportation Services
155,Henna Ceremony,2025-08-20,990,Floral Decorations
156,Birthday Party,2026-05-05,1479,Premium Bar
157,Wedding,2026-09-12,71,Premium Bar
158,Engagement,2025-07-16,882,Special Sound System
159,Bar Mitzvah,2026-10-01,553,Video Photography
160,Brit/Circumcision,2025-08-21,1138,Transportation Services
161,Bat Mitzvah,2026-11-08,1185,Floral Decorations
162,Wedding,2025-12-20,245,Special Sound System
163,Birthday Party,2026-06-25,1088,Special Sound System
164,Birthday Party,2025-08-15,359,Special Lighting
165,Birthday Party,2026-04-04,755,Special Food Stations
166,Engagement,2026-08-11,421,Video Photography
167,Henna Ceremony,2025-08-16,133,Special Sound System
168,Brit/Circumcision,2025-11-09,1233,Special Lighting
169,Wedding,2026-08-07,771,Video Photography
170,Brit/Circumcision,2025-05-24,1139,Floral Decorations
171,Birthday Party,2026-07-29,835,Special Lighting
172,Engagement,2025-11-23,385,Video Photography
173,Brit/Circumcision,2026-10-15,279,Special Lighting
174,Bar Mitzvah,2026-03-01,1397,Floral Decorations
175,Henna Ceremony,2025-08-28,1031,Special Lighting
176,Brit/Circumcision,2025-12-05,997,VIP DJ
177,Bar Mitzvah,2025-11-03,923,Floral Decorations
178,Birthday Party,2025-10-08,1071,Special Lighting
179,Bar Mitzvah,2026-02-06,1023,Transportation Services
180,Henna Ceremony,2026-11-03,149,Special Lighting
181,Birthday Party,2026-02-10,855,Special Lighting
182,Wedding,2026-01-31,832,Video Photography
183,Henna Ceremony,2026-05-14,592,Transportation Services
184,Henna Ceremony,2025-11-19,544,Floral Decorations
185,Bat Mitzvah,2025-05-23,846,Special Food Stations
186,Engagement,2026-01-18,242,Floral Decorations
187,Wedding,2025-07-18,318,Special Food Stations
188,Brit/Circumcision,2026-03-17,1369,Special Food Stations
189,Bat Mitzvah,2026-10-30,66,Special Food Stations
190,Birthday Party,2026-11-08,379,Special Sound System
191,Birthday Party,2026-06-20,806,Premium Bar
192,Henna Ceremony,2026-07-09,190,Special Sound System
193,Engagement,2026-07-17,1387,VIP DJ
194,Engagement,2026-01-29,1393,VIP DJ
195,Bat Mitzvah,2026-09-14,1423,Transportation Services
196,Bar Mitzvah,2026-10-05,1326,Floral Decorations
197,Wedding,2025-09-25,1006,Floral Decorations
198,Henna Ceremony,2025-07-01,835,Special Food Stations
199,Henna Ceremony,2026-01-15,1394,Transportation Services
200,Bar Mitzvah,2026-11-28,314,Special Lighting
201,Bat Mitzvah,2025-05-27,1242,Special Food Stations
202,Birthday Party,2025-11-05,485,Premium Bar
203,Brit/Circumcision,2025-09-05,969,Premium Bar
204,Bat Mitzvah,2026-08-22,752,Special Food Stations
205,Engagement,2026-08-14,318,Special Sound System
206,Bar Mitzvah,2025-06-19,505,Transportation Services
207,Bat Mitzvah,2025-09-21,1237,Transportation Services
208,Birthday Party,2026-09-13,78,Special Sound System
209,Bar Mitzvah,2026-09-28,179,Floral Decorations
210,Bat Mitzvah,2026-09-03,1051,Special Lighting
211,Brit/Circumcision,2026-11-16,1166,Video Photography
212,Henna Ceremony,2025-11-06,1303,Floral Decorations
213,Wedding,2026-05-25,908,Special Food Stations
214,Birthday Party,2025-08-07,986,Premium Bar
215,Engagement,2025-06-21,450,Special Food Stations
216,Henna Ceremony,2026-05-09,315,Video Photography
217,Henna Ceremony,2026-01-06,1136,Video Photography
218,Engagement,2026-08-30,375,Premium Bar
219,Bar Mitzvah,2026-02-05,851,Special Food Stations
220,Brit/Circumcision,2026-09-22,554,VIP DJ
221,Henna Ceremony,2026-05-02,855,Special Food Stations
222,Bar Mitzvah,2026-04-01,311,Transportation Services
223,Birthday Party,2026-04-13,901,Floral Decorations
224,Henna Ceremony,2025-09-15,171,Special Sound System
225,Bar Mitzvah,2025-12-12,754,Floral Decorations
226,Wedding,2026-11-17,698,Special Food Stations
227,Bar Mitzvah,2026-02-16,1052,Transportation Services
228,Wedding,2025-10-14,1191,Premium Bar
229,Brit/Circumcision,2026-07-04,1426,Floral Decorations
230,Birthday Party,2025-12-31,871,Special Sound System
231,Brit/Circumcision,2026-09-10,671,Video Photography
232,Birthday Party,2026-06-29,1032,Special Lighting
233,Wedding,2025-12-12,791,Premium Bar
234,Brit/Circumcision,2026-10-30,1182,Special Food Stations
235,Brit/Circumcision,2026-05-03,595,VIP DJ
236,Bar Mitzvah,2026-11-14,626,Special Food Stations
237,Brit/Circumcision,2026-09-28,1059,Video Photography
238,Brit/Circumcision,2026-07-06,1036,Special Food Stations
239,Bat Mitzvah,2026-01-12,929,Floral Decorations
240,Brit/Circumcision,2026-02-10,405,VIP DJ
241,Birthday Party,2025-11-22,884,Video Photography
242,Brit/Circumcision,2025-11-24,169,Special Sound System
243,Bat Mitzvah,2026-10-11,137,Special Food Stations
244,Bat Mitzvah,2026-07-09,598,VIP DJ
245,Wedding,2025-10-24,715,Floral Decorations
246,Brit/Circumcision,2025-11-05,1227,Premium Bar
247,Brit/Circumcision,2026-09-17,1294,Special Sound System
248,Brit/Circumcision,2026-05-09,497,Special Lighting
249,Wedding,2026-04-16,99,Premium Bar
250,Henna Ceremony,2026-11-21,533,Special Sound System
251,Bar Mitzvah,2026-09-02,861,VIP DJ
252,Bar Mitzvah,2025-12-17,856,Special Sound System
253,Wedding,2025-11-19,622,Floral Decorations
254,Wedding,2026-10-05,239,Transportation Services
255,Brit/Circumcision,2026-11-21,300,VIP DJ
256,Wedding,2025-08-13,189,Special Sound System
257,Engagement,2026-01-02,772,Special Food Stations
258,Bat Mitzvah,2025-10-10,830,Special Lighting
259,Bat Mitzvah,2025-06-17,342,Special Food Stations
260,Birthday Party,2026-03-18,460,VIP DJ
261,Wedding,2025-09-17,871,Special Lighting
262,Bar Mitzvah,2025-08-27,1054,Floral Decorations
263,Brit/Circumcision,2026-04-20,834,Special Food Stations
264,Bat Mitzvah,2026-05-31,155,Transportation Services
265,Henna Ceremony,2026-02-19,389,Transportation Services
266,Brit/Circumcision,2026-09-30,406,Transportation Services
267,Wedding,2025-10-04,913,Special Lighting
268,Birthday Party,2025-12-06,1353,Floral Decorations
269,Bar Mitzvah,2025-12-21,1255,Special Food Stations
270,Brit/Circumcision,2025-07-24,103,Special Lighting
271,Bat Mitzvah,2026-01-05,219,Special Sound System
272,Engagement,2026-08-16,356,Special Sound System
273,Bar Mitzvah,2026-08-30,723,VIP DJ
274,Engagement,2025-12-31,76,VIP DJ
275,Brit/Circumcision,2025-11-15,1089,Special Sound System
276,Bat Mitzvah,2026-02-09,987,Special Food Stations
277,Brit/Circumcision,2025-08-11,246,Special Food Stations
278,Wedding,2026-11-18,692,VIP DJ
279,Henna Ceremony,2026-06-16,1201,Video Photography
280,Engagement,2026-01-29,102,Premium Bar
281,Wedding,2026-05-31,1128,Transportation Services
282,Brit/Circumcision,2026-01-21,1169,Special Sound System
283,Birthday Party,2026-11-08,609,Special Food Stations
284,Birthday Party,2025-05-25,478,Premium Bar
285,Bar Mitzvah,2025-05-09,63,Video Photography
286,Henna Ceremony,2025-09-28,526,Special Lighting
287,Wedding,2026-02-09,1243,Special Lighting
288,Brit/Circumcision,2026-06-07,155,VIP DJ
289,Bat Mitzvah,2025-09-14,1494,Transportation Services
290,Henna Ceremony,2025-11-13,1239,VIP DJ
291,Wedding,2026-03-28,202,Video Photography
292,Engagement,2025-12-29,998,Special Food Stations
293,Brit/Circumcision,2025-10-08,1307,Special Lighting
294,Engagement,2026-11-25,205,Floral Decorations
295,Birthday Party,2026-10-05,140,VIP DJ
296,Wedding,2025-11-25,1305,Transportation Services
297,Birthday Party,2026-08-08,228,Transportation Services
298,Brit/Circumcision,2026-04-16,1134,Video Photography
299,Brit/Circumcision,2025-10-16,265,Special Sound System
300,Engagement,2026-10-25,838,Video Photography
301,Birthday Party,2026-09-18,285,Special Food Stations
302,Wedding,2025-09-30,642,Video Photography
303,Bat Mitzvah,2026-07-08,1143,Special Food Stations
304,Brit/Circumcision,2026-08-23,1241,Special Sound System
305,Brit/Circumcision,2025-11-10,951,Video Photography
306,Wedding,2025-07-03,101,Video Photography
307,Wedding,2025-12-06,1050,Special Lighting
308,Wedding,2026-07-09,513,Special Lighting
309,Engagement,2026-01-28,1153,VIP DJ
310,Bat Mitzvah,2026-10-02,1070,Premium Bar
311,Brit/Circumcision,2026-02-23,812,Floral Decorations
312,Brit/Circumcision,2025-07-03,1225,Special Lighting
313,Brit/Circumcision,2025-06-20,806,Floral Decorations
314,Henna Ceremony,2026-09-26,754,VIP DJ
315,Brit/Circumcision,2026-07-15,97,Special Food Stations
316,Henna Ceremony,2026-07-31,564,Video Photography
317,Bar Mitzvah,2025-09-17,487,Special Food Stations
318,Henna Ceremony,2026-10-02,354,Transportation Services
319,Brit/Circumcision,2026-01-15,739,Video Photography
320,Wedding,2025-07-26,1256,Floral Decorations
321,Henna Ceremony,2025-10-29,520,Special Sound System
322,Henna Ceremony,2025-07-12,803,Floral Decorations
323,Engagement,2026-07-27,872,Special Lighting
324,Henna Ceremony,2026-04-06,996,Video Photography
325,Birthday Party,2026-03-11,1022,Special Sound System
326,Bar Mitzvah,2026-07-26,341,Floral Decorations
327,Henna Ceremony,2025-07-21,1128,Video Photography
328,Bat Mitzvah,2026-10-08,1170,Transportation Services
329,Engagement,2025-07-18,329,Special Sound System
330,Brit/Circumcision,2026-03-07,91,VIP DJ
331,Henna Ceremony,2026-05-02,702,Special Food Stations
332,Wedding,2026-09-06,518,Transportation Services
333,Brit/Circumcision,2026-11-26,1236,VIP DJ
334,Engagement,2025-12-12,1406,Special Lighting
335,Brit/Circumcision,2026-01-13,1373,Video Photography
336,Henna Ceremony,2026-06-12,609,VIP DJ
337,Wedding,2025-07-01,315,Video Photography
338,Bat Mitzvah,2026-03-22,248,Premium Bar
339,Wedding,2025-08-25,1328,Video Photography
340,Wedding,2026-11-05,1125,Special Sound System
341,Wedding,2026-03-11,1471,Premium Bar
342,Bat Mitzvah,2026-04-25,853,Video Photography
343,Wedding,2025-10-21,743,Video Photography
344,Henna Ceremony,2026-09-18,596,Special Sound System
345,Engagement,2025-10-05,916,VIP DJ
346,Henna Ceremony,2025-10-09,165,Special Sound System
347,Birthday Party,2026-09-10,388,Special Food Stations
348,Wedding,2026-04-14,406,Video Photography
349,Brit/Circumcision,2026-08-16,374,Premium Bar
350,Engagement,2026-09-02,574,Special Lighting
351,Wedding,2025-10-13,70,Special Food Stations
352,Bar Mitzvah,2026-10-20,999,Special Food Stations
353,Bat Mitzvah,2026-11-08,267,Premium Bar
354,Henna Ceremony,2025-08-21,1170,Special Food Stations
355,Engagement,2025-06-30,586,Floral Decorations
356,Henna Ceremony,2025-09-09,1474,Special Sound System
357,Brit/Circumcision,2025-11-30,1064,Special Lighting
358,Wedding,2026-10-07,95,Special Food Stations
359,Bat Mitzvah,2026-01-04,146,Premium Bar
360,Engagement,2026-05-19,1277,Premium Bar
361,Engagement,2025-09-05,223,Transportation Services
362,Henna Ceremony,2026-06-02,859,Special Lighting
363,Bar Mitzvah,2025-05-27,751,Premium Bar
364,Henna Ceremony,2025-09-11,621,Premium Bar
365,Birthday Party,2026-06-07,512,Special Food Stations
366,Bar Mitzvah,2026-07-15,1096,Special Lighting
367,Engagement,2026-07-17,990,Special Food Stations
368,Brit/Circumcision,2026-08-23,727,Floral Decorations
369,Brit/Circumcision,2025-07-27,173,Video Photography
370,Bar Mitzvah,2026-05-08,1281,Video Photography
371,Birthday Party,2026-02-13,691,Floral Decorations
372,Bat Mitzvah,2025-09-28,1416,Video Photography
373,Henna Ceremony,2026-07-31,90,VIP DJ
374,Bat Mitzvah,2025-06-20,448,Special Lighting
375,Birthday Party,2025-05-29,987,Video Photography
376,Bat Mitzvah,2025-11-02,325,Floral Decorations
377,Birthday Party,2026-11-03,1019,Premium Bar
378,Engagement,2025-07-07,594,Video Photography
379,Wedding,2026-07-05,720,Special Food Stations
380,Wedding,2026-08-10,80,Transportation Services
381,Wedding,2025-12-14,851,Special Food Stations
382,Engagement,2025-12-14,1312,Video Photography
383,Bar Mitzvah,2025-09-19,1082,Transportation Services
384,Bar Mitzvah,2026-05-12,285,VIP DJ
385,Engagement,2025-09-03,227,Video Photography
386,Engagement,2026-06-08,1132,Special Lighting
387,Henna Ceremony,2025-12-08,87,VIP DJ
388,Henna Ceremony,2026-05-13,333,Special Lighting
389,Birthday Party,2025-08-05,736,Video Photography
390,Henna Ceremony,2026-03-16,810,Special Food Stations
391,Brit/Circumcision,2026-04-15,1356,VIP DJ
392,Henna Ceremony,2025-12-24,622,Video Photography
393,Engagement,2026-02-16,783,Video Photography
394,Birthday Party,2026-02-09,1297,Special Lighting
395,Henna Ceremony,2026-05-14,646,Transportation Services
396,Henna Ceremony,2025-11-10,890,VIP DJ
397,Brit/Circumcision,2026-08-07,683,Video Photography
398,Brit/Circumcision,2025-07-06,1379,Special Food Stations
399,Brit/Circumcision,2025-10-17,1002,Special Lighting
400,Bat Mitzvah,2026-04-05,1307,Special Lighting
